date,open,high,low,close,volume,ticker
2020-01-01 00:00:00+05:30,554.6038800587331,556.2407435416616,550.7909572268703,554.4883422851562,773895,DRREDDY.NS
2020-01-02 00:00:00+05:30,555.3356611106791,556.9917417184506,550.7909598459244,551.696044921875,1494155,DRREDDY.NS
2020-01-03 00:00:00+05:30,551.6960881085267,557.8776533478849,549.2215461777217,555.35498046875,1723390,DRREDDY.NS
2020-01-06 00:00:00+05:30,552.8706976429829,558.0315802233999,549.6355227807455,554.3823852539062,1788685,DRREDDY.NS
2020-01-07 00:00:00+05:30,556.5295433357102,560.3809588605247,552.8803482824056,555.4126586914062,1788175,DRREDDY.NS
2020-01-08 00:00:00+05:30,553.6410084825646,559.4181320493392,551.9078831661202,557.9257202148438,1395115,DRREDDY.NS
2020-01-09 00:00:00+05:30,560.6891655235013,565.5034356711121,558.64791968235,562.4030151367188,1877480,DRREDDY.NS
2020-01-10 00:00:00+05:30,564.2324307496503,579.2529292897334,563.2984906001961,564.8101196289062,5635735,DRREDDY.NS
2020-01-13 00:00:00+05:30,564.7908626606625,571.261212723561,561.4786428614342,568.9888916015625,2209320,DRREDDY.NS
2020-01-14 00:00:00+05:30,569.0081140687023,571.7040930084863,564.6175030045018,567.6600952148438,1785850,DRREDDY.NS
2020-01-15 00:00:00+05:30,567.3423883789529,567.4097952045437,558.4552656299275,562.0466918945312,1924335,DRREDDY.NS
2020-01-16 00:00:00+05:30,563.8471843283985,568.3726091230154,562.6243999156774,565.6669921875,1917310,DRREDDY.NS
2020-01-17 00:00:00+05:30,567.0054752022664,587.1483646752363,566.158158970399,584.3272094726562,5585585,DRREDDY.NS
2020-01-20 00:00:00+05:30,585.9929537192422,593.1180972255595,583.884300990401,589.1896362304688,4373565,DRREDDY.NS
2020-01-21 00:00:00+05:30,588.409634697014,593.0795113884301,584.6159879675803,589.353271484375,2853930,DRREDDY.NS
2020-01-22 00:00:00+05:30,589.3724715089645,597.9418945063584,586.840161115476,589.6613159179688,2798990,DRREDDY.NS
2020-01-23 00:00:00+05:30,588.361480631902,592.867629669755,582.3340060317174,585.0588989257812,2130840,DRREDDY.NS
2020-01-24 00:00:00+05:30,586.1854461187874,586.7727728970414,582.5651060299774,583.7590942382812,1363645,DRREDDY.NS
2020-01-27 00:00:00+05:30,583.2969814981376,617.9597278782336,577.2310126352104,614.0601806640625,20699040,DRREDDY.NS
2020-01-28 00:00:00+05:30,614.3007536597122,625.8453618687233,608.0903346003178,614.1370849609375,11511345,DRREDDY.NS
2020-01-29 00:00:00+05:30,614.1371242388491,616.5827520072943,596.815391846835,606.260986328125,6946015,DRREDDY.NS
2020-01-30 00:00:00+05:30,607.0409762289654,610.449458357339,600.5417114909338,607.531982421875,3366300,DRREDDY.NS
2020-01-31 00:00:00+05:30,607.6090046201764,614.6571029485455,597.3738619042363,599.7617797851562,3341175,DRREDDY.NS
2020-02-03 00:00:00+05:30,601.5911667578591,611.0271241934704,600.2720614808045,605.4714965820312,2576210,DRREDDY.NS
2020-02-04 00:00:00+05:30,607.3682926651504,631.1700741522419,606.9927655000903,624.28564453125,5149785,DRREDDY.NS
2020-02-05 00:00:00+05:30,622.9665626834393,625.8551247978911,601.1483160368432,603.3917236328125,4781145,DRREDDY.NS
2020-02-06 00:00:00+05:30,609.9872494534109,611.758867800454,604.0175432465844,608.3214721679688,2462660,DRREDDY.NS
2020-02-07 00:00:00+05:30,608.4948008261724,613.3379845485673,604.0946098584664,609.81396484375,2676165,DRREDDY.NS
2020-02-10 00:00:00+05:30,609.7657576193512,611.0752836566624,599.4728465299619,606.4246826171875,1477975,DRREDDY.NS
2020-02-11 00:00:00+05:30,608.5043855678596,617.3722910945202,603.7093919779851,614.5318603515625,3060520,DRREDDY.NS
2020-02-12 00:00:00+05:30,610.8634351944036,618.8454734238876,609.3036164693941,615.3984985351562,2843165,DRREDDY.NS
2020-02-13 00:00:00+05:30,620.6076134737241,642.589589565613,615.6681671193268,640.220947265625,8584320,DRREDDY.NS
2020-02-14 00:00:00+05:30,636.4849521661735,641.8384177624391,631.0545005670415,636.3116455078125,3533430,DRREDDY.NS
2020-02-17 00:00:00+05:30,640.4519025478689,643.5811778610548,633.0186983202359,634.6266479492188,3203305,DRREDDY.NS
2020-02-18 00:00:00+05:30,633.1727283469588,633.1727283469588,622.6295247031563,626.1150512695312,3486830,DRREDDY.NS
2020-02-19 00:00:00+05:30,627.3956709742705,635.2525928759853,627.3956709742705,631.2760009765625,1509105,DRREDDY.NS
2020-02-20 00:00:00+05:30,633.4231279678492,647.9911139108129,623.939039430807,626.875732421875,4622330,DRREDDY.NS
2020-02-24 00:00:00+05:30,627.2030116221995,627.2030116221995,609.7464668923254,611.6625366210938,3143085,DRREDDY.NS
2020-02-25 00:00:00+05:30,612.7602153935261,612.8179842739733,588.5636933726317,594.4467163085938,5005135,DRREDDY.NS
2020-02-26 00:00:00+05:30,596.3917078728487,599.9542201612977,589.3243346412984,592.2225341796875,3810845,DRREDDY.NS
2020-02-27 00:00:00+05:30,595.8140649295591,595.8140649295591,583.3162383646696,590.624267578125,4677080,DRREDDY.NS
2020-02-28 00:00:00+05:30,583.4895011959001,594.7549043092113,559.4662830811933,563.6739501953125,8299780,DRREDDY.NS
2020-03-02 00:00:00+05:30,570.2021240735713,577.1828152493902,553.8336068337204,559.5240478515625,4444330,DRREDDY.NS
2020-03-03 00:00:00+05:30,566.158104659543,592.7328493302642,564.4731103004373,586.127685546875,5280400,DRREDDY.NS
2020-03-04 00:00:00+05:30,590.2294886969441,613.6749595613339,584.6449473764018,610.7094116210938,9163610,DRREDDY.NS
2020-03-05 00:00:00+05:30,610.641976232851,622.379168030119,609.7176153004542,613.2320556640625,5228710,DRREDDY.NS
2020-03-06 00:00:00+05:30,594.1194155211655,617.4686251987106,594.1194155211655,610.6323852539062,5629460,DRREDDY.NS
2020-03-09 00:00:00+05:30,608.2831019895716,614.1083577738314,582.7289743105724,589.5074462890625,4992640,DRREDDY.NS
2020-03-11 00:00:00+05:30,591.1922977643428,593.8690598292804,574.4386163074938,577.827880859375,5845705,DRREDDY.NS
2020-03-12 00:00:00+05:30,567.6986150324443,574.3423302050247,539.8818115491803,548.9037475585938,3889695,DRREDDY.NS
2020-03-13 00:00:00+05:30,525.7086126075684,603.78646435756,502.60975602016356,555.5859985351562,4930170,DRREDDY.NS
2020-03-16 00:00:00+05:30,537.2725560407412,574.043954296828,531.4954317822386,544.3880615234375,4715400,DRREDDY.NS
2020-03-17 00:00:00+05:30,544.9753449741678,559.2255719230841,531.0620934063095,535.577880859375,4684015,DRREDDY.NS
2020-03-18 00:00:00+05:30,539.5448385731424,539.5448385731424,504.73770268627123,513.8655395507812,4366425,DRREDDY.NS
2020-03-19 00:00:00+05:30,502.2245752237854,516.0704191310318,480.4737383383318,505.29608154296875,4838010,DRREDDY.NS
2020-03-20 00:00:00+05:30,508.5794564153108,567.891234860354,508.5794564153108,557.9257202148438,7772855,DRREDDY.NS
2020-03-23 00:00:00+05:30,516.1378559766738,586.7632295417293,516.1378559766738,533.1129760742188,4816170,DRREDDY.NS
2020-03-24 00:00:00+05:30,548.8267633792497,570.0095507377471,539.4100233358143,550.3577270507812,5340585,DRREDDY.NS
2020-03-25 00:00:00+05:30,544.445799690895,567.8720536921473,538.3701933726157,562.69189453125,4097050,DRREDDY.NS
2020-03-26 00:00:00+05:30,572.9365957276049,590.5279562758708,554.4594259965344,567.8046264648438,3194975,DRREDDY.NS
2020-03-27 00:00:00+05:30,568.6230194242785,586.7535755366156,548.0756905240546,561.6326904296875,4007940,DRREDDY.NS
2020-03-30 00:00:00+05:30,554.5268083611785,587.340886126342,541.316480901505,576.6050415039062,5752295,DRREDDY.NS
2020-03-31 00:00:00+05:30,587.3409247771921,606.9831693752786,583.8842531488873,600.96533203125,5013780,DRREDDY.NS
2020-04-01 00:00:00+05:30,600.8112235782797,605.4425487017834,590.4220506709448,596.006591796875,3555215,DRREDDY.NS
2020-04-03 00:00:00+05:30,594.0808897191215,619.8565088778302,582.5459181539793,605.9817504882812,5868365,DRREDDY.NS
2020-04-07 00:00:00+05:30,625.8550534304595,696.2589279703092,618.152222003623,690.0196533203125,11837790,DRREDDY.NS
2020-04-08 00:00:00+05:30,678.8121162826656,725.0291114338257,668.4133041272441,709.23828125,12611475,DRREDDY.NS
2020-04-09 00:00:00+05:30,720.2147359568622,733.6946909079265,691.9453588209359,697.4047241210938,9804680,DRREDDY.NS
2020-04-13 00:00:00+05:30,711.3564755694316,742.5529665769676,694.6413453587296,721.4857177734375,11611945,DRREDDY.NS
2020-04-15 00:00:00+05:30,736.5833181317176,749.7936469489435,727.1473605811357,733.2326049804688,8625555,DRREDDY.NS
2020-04-16 00:00:00+05:30,733.0015436176334,749.1004347785532,727.9176461344297,743.448486328125,7329295,DRREDDY.NS
2020-04-17 00:00:00+05:30,764.5060673642816,769.8788090786165,736.3136743541244,756.716552734375,9074610,DRREDDY.NS
2020-04-20 00:00:00+05:30,755.5611228697844,755.830691408823,733.752458012547,740.3865356445312,7493955,DRREDDY.NS
2020-04-21 00:00:00+05:30,738.5089758786227,779.4880374306354,736.0151583029638,773.4413452148438,14239375,DRREDDY.NS
2020-04-22 00:00:00+05:30,768.3477783607905,788.4425346596531,762.8210063481499,781.2211303710938,8917130,DRREDDY.NS
2020-04-23 00:00:00+05:30,776.2528242685306,786.8442171458121,772.0643745517518,775.5017700195312,5128285,DRREDDY.NS
2020-04-24 00:00:00+05:30,772.2088386463486,779.8346251864367,764.5252832221665,770.8223266601562,6330770,DRREDDY.NS
2020-04-27 00:00:00+05:30,770.822344665191,782.8195258643924,761.627101329839,766.489501953125,5624485,DRREDDY.NS
